Plot,Feeder,Time,Invasive,Veg Type,Species,Height,Browse
LV1,N,2019,Invasive,Vine,Japanese Honeysuckle,14,
LV1,N,2019,Invasive,Vine,Japanese Honeysuckle,51,
LV1,N,2019,Native,Vine,Blackberry,41,
LV1,N,2019,Native,Vine,Muscadine,11,
LV1,N,2019,Native,Vine,Poison Ivy,22,
LV1,N,2019,Native,Vine,Smilax,24,
LV1,N,2019,Native,Vine,Smilax,27,
LV1,N,2019,Native,Forb,Desmodium,11,
LV1,N,2019,Native,Grass,Dicahnthelium,5,
P8,Y,2018,Native,Shrub,American Beautyberry,26,
P8,Y,2018,Native,Shrub,American Beautyberry,34,
P8,Y,2018,Native,Shrub,American Beautyberry,19,
P8,N,2018,Invasive,Shrub,Chinese Privet,13,
P8,N,2018,Invasive,Vine,Japanese Honeysuckle,15,
P8,N,2018,Invasive,Vine,Japanese Honeysuckle,12,
P8,N,2018,Invasive,Vine,Japanese Honeysuckle,40,
P8,N,2018,Invasive,Vine,Japanese Honeysuckle,6,
P8,N,2018,Invasive,Vine,Japanese Honeysuckle,8,
P8,N,2018,Invasive,Vine,Japanese Honeysuckle,2,
P8,N,2018,Invasive,Vine,Japanese Honeysuckle,18,
P4,N,2018,Native,Grass,Spike grass,17,
P4,N,2018,Native,Tree,Willow Oak,11,
P4,N,2018,Native,Tree,Willow Oak,16,
P4,N,2018,Native,Tree,Willow Oak,12,
P4,N,2018,Native,Vine,Muscadine,25,
P4,N,2018,Native,Vine,Muscadine,25,
P4,N,2018,Native,Vine,Muscadine,32,
P4,N,2018,Native,Vine,Muscadine,12,
P4,N,2018,Native,Vine,Muscadine,11,
P4,N,2018,Native,Vine,Muscadine,18,
P4,N,2018,Native,Vine,Muscadine,15,
P4,N,2018,Native,Vine,Muscadine,36,
P4,N,2018,Native,Vine,Muscadine,14,
P4,N,2018,Native,Vine,Crossvine,12,
P4,N,2018,Native,Vine,Crossvine,7,
P4,N,2018,Native,Vine,Crossvine,5,
P4,N,2018,Native,Vine,Crossvine,4,
P1,Y,2018,Native,Tree,Eastern Red Cedar,150,
P1,Y,2018,Invasive,Shrub,Chinese Privet,24,
P1,Y,2018,Native,Tree,Red maple,22,
P1,Y,2018,Native,Tree,Winged Elm,30,
P1,Y,2018,Native,Vine,Peppervine,15,
P1,Y,2018,Native,Vine,Peppervine,13,
P1,Y,2018,Invasive,Grass,Japan Grass,17,
P1,Y,2018,Invasive,Vine,Japanese Honeysuckle,11,
P1,Y,2018,Invasive,Vine,Japanese Honeysuckle,12,
P1,Y,2018,Invasive,Vine,Japanese Honeysuckle,12,
P1,Y,2018,Invasive,Vine,Japanese Honeysuckle,18,
P1,Y,2018,Invasive,Vine,Japanese Honeysuckle,12,
P1,Y,2018,Invasive,Vine,Japanese Honeysuckle,16,
P1,Y,2018,Invasive,Vine,Japanese Honeysuckle,18,
P1,Y,2018,Invasive,Vine,Japanese Honeysuckle,25,
P1,Y,2018,Invasive,Vine,Japanese Honeysuckle,18,
P1,Y,2018,Invasive,Vine,Japanese Honeysuckle,13,
P1,Y,2018,Invasive,Vine,Japanese Honeysuckle,15,
P1,Y,2018,Invasive,Vine,Japanese Honeysuckle,9,
P1,Y,2018,Invasive,Vine,Japanese Honeysuckle,15,
P1,Y,2018,Invasive,Vine,Japanese Honeysuckle,35,
P1,Y,2018,Invasive,Vine,Japanese Honeysuckle,16,
P1,Y,2018,Invasive,Vine,Japanese Honeysuckle,5,
P1,Y,2018,Native,Grass,Sedge,20,
P1,Y,2018,Native,Grass,Sedge,22,
P1,Y,2018,Native,Grass,Sedge,6,
P1,Y,2018,Native,Moss,Moss,5,
P1,Y,2018,Native,Moss,Moss,5,
P1,Y,2018,Native,Moss,Moss,5,
P1,Y,2018,Native,Moss,Moss,5,
P1,Y,2018,Native,Moss,Moss,5,
P1,Y,2018,Native,Moss,Moss,5,
P1,Y,2018,Native,Moss,Moss,5,
P1,Y,2018,Native,Moss,Moss,5,
P1,Y,2018,Native,Moss,Moss,5,
P1,Y,2018,Native,Moss,Moss,5,
P1,Y,2018,Native,Moss,Moss,5,
P1,Y,2018,Native,Moss,Moss,5,
P1,Y,2018,Native,Moss,Moss,5,
P1,Y,2018,Native,Moss,Moss,5,
P1,Y,2018,Native,Moss,Moss,5,
P1,Y,2018,Native,Moss,Moss,5,
P1,Y,2018,Native,Moss,Moss,5,
P1,Y,2018,Native,Moss,Moss,5,
P1,Y,2018,Native,Moss,Moss,5,
P1,Y,2018,Native,Moss,Moss,5,
P1,Y,2018,Native,Moss,Moss,5,
P1,Y,2018,Native,Moss,Moss,5,
P1,Y,2018,Native,Moss,Moss,5,
P1,Y,2018,Native,Moss,Moss,5,
P1,Y,2018,Native,Moss,Moss,5,
P1,Y,2018,Native,Moss,Moss,5,
P1,Y,2018,Native,Moss,Moss,5,
P1,Y,2018,Native,Moss,Moss,5,
P1,Y,2018,Native,Moss,Moss,5,
P1,Y,2018,Native,Moss,Moss,5,
P1,Y,2018,Native,Moss,Moss,5,
P1,Y,2018,Native,Moss,Moss,5,
P1,Y,2018,Native,Moss,Moss,5,
P1,Y,2018,Native,Moss,Moss,5,
P1,Y,2018,Native,Moss,Moss,5,
P1,Y,2018,Native,Moss,Moss,5,
P1,Y,2018,Native,Moss,Moss,5,
P1,Y,2018,Native,Moss,Moss,5,
P1,Y,2018,Native,Moss,Moss,5,
P1,Y,2018,Native,Moss,Moss,5,
P1,Y,2018,Native,Moss,Moss,5,
P1,Y,2018,Native,Moss,Moss,5,
P1,Y,2018,Native,Moss,Moss,5,
P1,Y,2018,Native,Moss,Moss,5,
P1,Y,2018,Native,Moss,Moss,5,
P1,Y,2018,Native,Moss,Moss,5,
P1,Y,2018,Native,Moss,Moss,5,
P1,Y,2018,Native,Moss,Moss,5,
P1,Y,2018,Native,Moss,Moss,5,
P1,Y,2018,Native,Moss,Moss,5,
P1,Y,2018,Native,Moss,Moss,5,
P1,Y,2018,Native,Moss,Moss,5,
P1,Y,2018,Native,Moss,Moss,5,
P1,Y,2018,Native,Moss,Moss,5,
P1,Y,2018,Native,Moss,Moss,5,
P1,Y,2018,Native,Moss,Moss,5,
P1,Y,2018,Native,Moss,Moss,5,
P1,Y,2018,Native,Moss,Moss,5,
P1,Y,2018,Native,Moss,Moss,5,
P1,Y,2018,Native,Moss,Moss,5,
P1,Y,2018,Native,Moss,Moss,5,
P1,Y,2018,Native,Moss,Moss,5,
P1,Y,2018,Native,Moss,Moss,5,
P1,Y,2018,Native,Moss,Moss,5,
P1,Y,2018,Native,Moss,Moss,5,
P1,Y,2018,Native,Moss,Moss,5,
P1,Y,2018,Native,Moss,Moss,5,
P1,Y,2018,Native,Moss,Moss,5,
P1,Y,2018,Native,Moss,Moss,5,
P1,Y,2018,Native,Moss,Moss,5,
P1,Y,2018,Native,Moss,Moss,5,
P1,Y,2018,Native,Moss,Moss,5,
P1,Y,2018,Native,Moss,Moss,5,
P1,Y,2018,Native,Moss,Moss,5,
P1,Y,2018,Native,Moss,Moss,5,
P1,Y,2018,Native,Moss,Moss,5,
P1,Y,2018,Native,Moss,Moss,5,
P1,Y,2018,Native,Moss,Moss,5,
P1,Y,2018,Native,Moss,Moss,5,
P1,Y,2018,Native,Moss,Moss,5,
P1,Y,2018,Native,Moss,Moss,5,
P1,Y,2018,Native,Moss,Moss,5,
LV3,N,2019,Native,Vine,Poison Ivy,22,
LV3,N,2019,Native,Vine,Poison Ivy,27,
LV3,N,2019,Native,Vine,Poison Ivy,31,
LV3,N,2019,Native,Vine,Poison Ivy,18,
LV3,N,2019,Native,Vine,Poison Ivy,31,
LV3,N,2019,Native,Vine,Poison Ivy,35,
LV3,N,2019,Native,Vine,Blackberry,30,
LV3,N,2019,Native,Vine,Blackberry,75,
LV3,N,2019,Native,Vine,Blackberry,52,
LV3,N,2019,Invasive,Vine,Japanese Honeysuckle,32,
LV3,N,2019,Invasive,Vine,Japanese Honeysuckle,27,
LV3,N,2019,Invasive,Vine,Japanese Honeysuckle,26,
LV3,N,2019,Invasive,Vine,Japanese Honeysuckle,22,
LV3,N,2019,Invasive,Vine,Japanese Honeysuckle,44,
LV3,N,2019,Invasive,Vine,Japanese Honeysuckle,36,
LV3,N,2019,Invasive,Vine,Japanese Honeysuckle,33,
LV3,N,2019,Invasive,Vine,Japanese Honeysuckle,41,
LV3,N,2019,Invasive,Vine,Japanese Honeysuckle,21,
LV3,N,2019,Invasive,Vine,Japanese Honeysuckle,32,
LV3,Y,2019,Native,Vine,Muscadine,20,
LV3,Y,2019,Native,Vine,Muscadine,30,
LV3,Y,2019,Native,Vine,Muscadine,20,
LV3,Y,2019,Native,Vine,Muscadine,20,
LV3,Y,2019,Native,Forb,Golden Rod,70,
LV3,Y,2019,Native,Forb,Goldenrod,70,
LV3,Y,2019,Native,Forb,Goldenrod,50,
LV3,Y,2019,Native,Grass,Spike Grass,50,
LV3,Y,2019,Native,Grass,Spike Grass,80,
LV3,Y,2019,Native,Grass,Spike Grass,40,
LV3,Y,2019,Native,Grass,Spike Grass,50,
LV3,Y,2019,Native,Grass,Spike Grass,60,
LV3,Y,2019,Native,Forb,Flattop Goldenrod,35,
LV3,Y,2019,Native,Forb,Flattop Goldenrod,30,
LV3,Y,2019,Native,Forb,Winged Sumac,30,
LV3,Y,2019,Invasive,Vine,Japanese Honeysuckle,60,
LV3,Y,2020,Native,Vine,Muscadine,20,
LV3,Y,2019,Native,Vine,Muscadine,40,
LV3,Y,2019,Native,Vine,Muscadine,20,
LV3,Y,2019,Native,Forb,Golden Rod,70,
LV3,Y,2019,Native,Forb,Goldenrod,70,
LV3,Y,2019,Native,Forb,Goldenrod,50,
LV3,Y,2019,Native,Grass,Spike Grass,50,
LV3,Y,2019,Native,Grass,Spike Grass,80,
LV3,Y,2019,Native,Grass,Spike Grass,40,
LV3,Y,2019,Native,Grass,Spike Grass,50,
LV3,Y,2019,Native,Grass,Spike Grass,60,
LV3,Y,2019,Native,Forb,Flattop Goldenrod,30,
LV3,Y,2019,Native,Forb,Winged Sumac,30,
LV3,Y,2019,Invasive,Vine,Japanese Honeysuckle,60,
